date,location_key,inc_case,inc_hosp,inc_death,sni_covid19_vaccination,liberalism,children,adult,elderly,new_persons_vaccinated,stringency_index,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,PC1,PC2,PC3
2021-03,Arkansas,10665,-0.4545228743582163,-0.4551592988076935,0.4128694193555622,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,0.143323087627609,0.4688432779290083,0.7848997433680888,0.0257979033246606,0.2323346177286615,0.5097184336075241,0.5140328577289855,-0.6068082639130468,-1.0817740090666579,-0.4057209300451165,-0.0054921588963519575
2021-04,Arkansas,4782,-0.4471953034017096,-0.4898216557424731,-0.1869977484896023,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.0103277018570873,0.1498897117748772,0.867282456889942,0.4148897333869932,0.5726721160023932,0.6901976581485038,0.9443185347576036,-0.911742931776187,-1.7413051874835999,-0.5680565542353079,0.20216103001668498
2021-05,Arkansas,6648,-0.4161495422438786,-0.5003710687226235,-0.700744319512752,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.3030027360846706,0.138891312941976,0.7899582760633843,0.7640554610677152,0.7703222300002618,0.7705302248974277,0.5418391073784584,-0.8704957373084995,-1.8497662932516608,-0.08674228301506225,0.037595673109486055
2021-06,Arkansas,5964,-0.3507798960792531,-0.5380475436517317,-0.7489280726067838,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.3954014911960542,0.138891312941976,0.8784984635472101,0.5459484114394887,0.9567741418030478,0.9173049034898124,-0.0830184116872593,-0.6692984834366857,-1.682421754432468,0.45165450449188715,-0.2753442865053753
2021-07,Arkansas,39198,-0.0794669398738603,-0.3986445864140311,0.5798498087855758,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.2502981676210824,0.1069029445840358,0.6654955399536591,0.4524138677012836,0.937540027346812,0.9602597231244496,-0.577373193594489,-0.2650728020261679,-1.2449621034149323,0.8482722197609994,-0.5725328615904649
2021-08,Arkansas,62144,0.1044936572973868,-0.0482533695733244,1.0018229302750952,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.1757979214361751,-0.4496141185928729,0.5169310352360786,0.5204341252307201,0.3908603896959827,0.8003344288685853,0.1433754199620844,-0.3670352504894558,-1.1507315104925318,0.04378020694073812,-0.3712384317111238
2021-09,Arkansas,43637,-0.1108983626609811,-0.0422251335846671,-0.3735057648420337,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.3821550811268521,-0.9179061878885636,0.5141614129846397,0.417772674198226,0.7701092694625231,0.7192749001674215,0.670241392279135,-0.7866801109171407,-1.5378293762113195,-0.2934849694341517,0.12857556144402735
2021-10,Arkansas,20761,-0.3143348721113645,0.013536049310413,-0.7117255937467177,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.3949042102957414,-1.0997661988606957,0.6537312862297785,0.3622371113338567,0.4929339060597369,0.804438542480465,1.4652894711506643,-1.0502587478797871,-1.8211125559070018,-1.1086657712560763,0.3100653520742742
2021-11,Arkansas,14219,-0.3899245514521705,-0.3722710539636554,-0.5266078200937314,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.3899818500796015,-0.9097019768672644,0.3118475773233395,0.414320772466688,-0.0473776494762923,0.7450712687682527,0.4011606028402895,-0.3761762870255485,-0.8804274320292319,-0.4073371656393872,-0.4061599009697878
2021-12,Arkansas,22778,-0.3052718238230535,-0.2803404551366313,-0.7125374090334954,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.3981113117542805,-0.8518563440866549,0.4740355374963129,0.6594348086736191,-0.1913540740726123,0.678997109084222,-0.1432805361633585,0.0639251646772137,-0.6520517090191549,0.14759446263462167,-0.7005898421791584
2022-01,Arkansas,218070,0.3154505685189218,-0.160529264862067,-0.2179131962204484,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.3968158589741178,-0.7560638381226776,-0.7876746664601554,-0.5544479205769893,-0.7738742840022281,0.3608034905418933,0.6167211722635058,0.9767584363175796,1.0662162587948545,-0.9702741932391808,-0.4697206188557689
2022-02,Arkansas,50870,-0.1824385948942439,0.0497054652423569,-1.2696715767825135,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.4813842416479671,-0.6456363659697595,-0.4833287387841433,-0.4852400177329216,-0.5828806776683251,0.2536808454861266,0.7357272974491861,0.6685483698645796,0.6903093104403684,-0.9555556123491001,-0.21422709044860255
2022-03,Arkansas,13584,-0.4643572459051069,-0.0248939551172773,-1.315438159629146,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.4975873109831595,-0.7294548086882393,0.3845042878540526,-0.2581963874586869,0.3142295949274608,0.9320148123007812,1.8902521050583432,-0.6898060364275281,-1.3422162423927262,-1.6813527487102216,0.2831466189306132
2022-04,Arkansas,3342,-0.5247132908889648,-0.4498845923176184,-1.3359906331222806,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.4938306780949269,-0.6868803615931385,0.5052167990700924,-0.0180261028094719,0.7240813716093565,0.8381053895405979,2.4749447802516173,-1.1102962396753209,-1.96160826975599,-1.9357741984676322,0.8214200285320997
2022-05,Arkansas,1173,-0.5505526200513831,-0.5719563710879292,-1.3554222273228642,-0.816496580927726,-0.4582205294763165,-0.4836297109080511,-0.4735331371496769,-0.5027601133918482,-0.6868803615931385,0.7075956110184298,0.3305053134447877,0.9839618076250396,0.970722985765522,1.6493156602027084,-1.1208345798013488,-2.1678288604240836,-1.077044775118171,0.47586709978523967
2021-01,California,1180351,10.211913637725154,11.827371528081596,1.098051264414356,1.224744871391589,4.451999234549515,4.493793368537144,4.089520314933657,3.1075766978020334,2.382708507445336,-2.548126252141388,-1.995608131970725,-1.0478768355863883,-1.8491663183922715,-2.41985651007401,2.859733751564736,5.134466244737213,1.4718191744961249,-0.3118383662996906
2021-02,California,255989,3.099927531991468,7.918060489437324,1.2455341619465052,1.224744871391589,4.451999234549515,4.493793368537144,4.089520314933657,5.648474898025366,2.244341554386257,-1.8711250029155964,-1.4757598095236169,-0.8307207798290037,-1.5858154180882749,-1.7211043031775926,1.919545270843121,3.7951618436274632,1.0151048892342716,-0.029712669726109527
2021-03,California,92843,0.9766674319363292,4.555058337265121,2.5137080288117213,1.224744871391589,4.451999234549515,4.493793368537144,4.089520314933657,10.250337573913614,1.7942030759104866,-1.1414545728510102,-1.051053807665904,-0.6824288965812114,-1.2737691294507616,-1.441087581579818,1.3341028951121316,2.7427032355996226,0.8995200580594099,-0.02881023229775296
2021-04,California,71617,0.6166523009942761,1.3940020907129391,1.8444121429526728,1.224744871391589,4.451999234549515,4.493793368537144,4.089520314933657,12.196118460172377,1.798490246022248,-0.7689381435769196,-0.658730872724753,-0.4047749898050362,-0.9287512369644096,-1.3480721933354156,0.6637456691022142,1.8204339301593258,0.9044386915141155,-0.07135207040940385
